Text Type,Text Index,1 English (영어),2 Korean (한국어),3 French (프랑스어),4 German (독일어),5 Spanish (스페인어),6 Italian (이탈리아어),7 Danish (덴마크어),8 Japanese (일본어),9 Chinese_Traditional (중국어-번체),10 Chinese_Simplified (중국어-간체),11 Polish (폴란드어),
DLG_StopRigAutoNormalize_Body,742,It is not recommended to turn off [Auto Normalize] unless you are specifying weights manually.[]Are you sure you want to disable [Auto Normalize]?,직접 가중치를 지정하는 것이 아니라면 [자동 노멀라이즈]를 끄는 것은 권장되지 않습니다.[]정말 [자동 노멀라이즈]를 중지하시겠습니까?,Il n'est pas recommandé de désactiver [Auto-Normaliser] à moins que vous ne spécifiiez les poids manuellement.[]Êtes-vous sûr de vouloir désactiver [Auto-Normaliser] ?,Es wird nicht empfohlen[c] [Auto-Normalize] zu deaktivieren[c] es sei denn[c] Sie legen Gewichte manuell fest.[]Möchten Sie [Auto-Normalize] wirklich deaktivieren?,No se recomienda desactivar [Auto-Normalizar] a menos que esté especificando pesos manualmente.[]¿Está seguro de que desea desactivar [Auto-Normalizar]?,Non è consigliabile disattivare [Auto Normalizza] a meno che non si stiano specificando i pesi manualmente.[]Sei sicuro di voler disattivare [Auto Normalizza]?,Det anbefales ikke at deaktivere [Auto Normaliser][c] medmindre du angiver vægte manuelt.[]Er du sikker på[c] at du vil deaktivere [Auto Normaliser]?,手動で重みを指定しない限り[c][自動ノーマライズ]をオフにすることはお勧めしません。[][自動ノーマライズ]を無効にしてもよろしいですか？,除非您手動指定權重[c]否則不建議關閉[自動標準化]。[]您確定要禁用[自動標準化]嗎？,除非您手动指定权重[c]否则不建议关闭[自动标准化]。[]您确定要禁用[自动标准化]吗？,Nie zaleca się wyłączania [Auto-normalizacja][c] chyba że określasz wagę ręcznie.[]Czy na pewno chcesz wyłączyć [Auto-normalizacja]?,
DLG_StopRigAutoNormalize_Disable,743,Disable [Auto Normalize],자동 노멀라이즈 사용하지 않기,Désactiver [Auto-Normaliser],[Auto-Normalize] deaktivieren,Deshabilitar [Auto-Normalizar],Disattiva [Auto Normalizza],Deaktiver [Auto Normaliser],[自動ノーマライズ]を無効,禁用[自動標準化],禁用[自动标准化],Wyłącz [Automatyczna normalizacja],
Setting_SizeOfControlParameterUI,744,Size of Control Parameter UI,컨트롤 파라미터 UI의 크기,Taille de UI Paramètre de contrôle,Größe der Steuerparameter-UI,Tamaño de la UI del [u]Parámetro de control,Dimensione del UI del Parametro di controllo,Størrelse af kontrolparameter UI,制御パラメータUIのサイズ,控制參數UI的大小,控制参数UI的大小,Rozmiar UI parametru kontrolnego,
DLG_RemoveAllKeysOfControlParam_Title,745,Remove all keys of the Control Parameter,컨트롤 파라미터의 모든 키 삭제,Supprimer toutes les clés du paramètre de contrôle,Entfernen Sie alle Schlüssel des Steuerparameters,Eliminar todas las claves del parámetro de control,Rimuovere tutte le chiavi del parametro di controllo,Fjern alle nøgler til kontrolparameteren,制御パラメータの全キーを削除,刪除控制參數的所有鍵,删除控制参数的所有键,Usuń wszystkie klucze parametru kontrolnego,
DLG_RemoveAllKeysOfControlParam_Body,746,Are you sure you want to remove all keys of the selected Control Parameter [ {0} ] and unregister this control parameter from this modifier?,현재 선택된 컨트롤 파라미터 [ {0} ]의 모든 키를 삭제하고[c] 모디파이어에서 이 컨트롤 파라미터의 등록을 해제하시겠습니까?,`,Möchten Sie wirklich alle Tasten des ausgewählten Steuerparameters [ {0} ] entfernen und die Registrierung dieses Steuerparameters von diesem Modifikator aufheben?,¿Está seguro de que desea eliminar todas las claves del parámetro de control seleccionado [ {0} ] y anular el registro de este parámetro de control de este modificador?,Sei sicuro di voler rimuovere tutte le chiavi del parametro di controllo selezionato [ {0} ] e annullare la registrazione di questo parametro di controllo da questo modificatore?,Er du sikker på[c] at du vil fjerne alle nøgler til den valgte kontrolparameter [ {0} ] og afregistrere denne kontrolparameter fra denne modifikator?,現在選択されている制御パラメータ [ {0} ] のすべてのキーを削除し[c]このモディファイアでこの制御パラメータの登録を解除しますか？,您確定要刪除所選控制參數 [ {0} ] 的所有鍵並從此修改器中取消註冊此控制參數嗎？,您确定要删除所选控制参数 [ {0} ] 的所有键并从此修改器中取消注册此控制参数吗？,Czy na pewno chcesz usunąć wszystkie klucze wybranego parametru sterującego [ {0} ] i wyrejestrować ten parametr sterujący z tego modyfikatora?,
MarkerColor,747,Marker Color,마커 색상,Couleur du marqueur,Markierungsfarbe,Color del marcador,Colore dell'indicatore,Markør farve,マーカーの色,標記顏色,标记颜色,Kolor znacznika,
SaveAsPreset,748,Save as Preset,프리셋으로 저장,Enregistrer en tant que préréglage,Als Voreinstellung speichern,Guardar como preestablecido,Salva come predefinito,Gem som forudindstilling,プリセットとして保存,另存為預設,另存为预设,Zapisz jako ustawienie wstępne,
EventPresets,749,Event Presets,이벤트 프리셋,Préréglages d'événements,Ereignisvoreinstellungen,Ajustes preestablecidos de eventos,Preselezioni di eventi,Hændelsesforudindstillinger,イベントプリセット,事件預設,事件预设,Presety zdarzeń,
ApplySelectedPreset,750,Apply Selected Preset,선택된 프리셋을 적용,Appliquer le préréglage sélectionné,Ausgewählte Voreinstellung anwenden,Aplicar preajuste seleccionado,Applica il preset selezionato,Anvend valgt forudindstilling,選択したプリセットを適用,應用選定的預設,应用选定的预设,Zastosuj wybrane ustawienie wstępne,
DLG_ApplyAnimEventPreset_Ttitle,751,Applying the animation event preset,애니메이션 이벤트 프리셋 적용하기,Application du préréglage d'événement d'animation,Anwenden der Voreinstellung für Animationsereignisse,Aplicar el preajuste de evento de animación,Applicazione della preimpostazione dell'evento di animazione,Anvender forudindstillingen for animationshændelsen,アニメーションイベントプリセットの適用,應用動畫事件預設,应用动画事件预设,Stosowanie ustawienia wstępnego zdarzenia animacji,
DLG_ApplyAnimEventPreset_Body,752,Do you want to apply the selected event preset ( {0} ) to the target animation event ( {1} ) with copying properties?,선택된 이벤트 프리셋( {0} )을 대상 애니메이션 이벤트( {1} )에 복사하여 적용하시겠습니까?,Voulez-vous appliquer l'événement prédéfini sélectionné ({0}) à l'événement d'animation cible ({1}) avec des propriétés de copie ?,Möchten Sie die ausgewählte Ereignisvoreinstellung ( {0} ) auf das Zielanimationsereignis ( {1} ) mit Kopiereigenschaften anwenden?,¿Desea aplicar el ajuste preestablecido de evento seleccionado ({0}) al evento de animación de destino ({1}) con propiedades de copia?,Vuoi applicare l'evento predefinito selezionato ( {0} ) all'evento di animazione di destinazione ( {1} ) con le proprietà di copia?,Vil du anvende den valgte hændelsesforudindstilling ( {0} ) på målanimationshændelsen ( {1} ) med kopieringsegenskaber?,選択したイベントプリセット({0})をコピープロパティを使用してターゲットアニメーションイベント({1})に適用しますか？,是否要將選定的事件預設 ( {0} ) 應用到具有復制屬性的目標動畫事件 ( {1} )？,是否要将选定的事件预设 ( {0} ) 应用到具有复制属性的目标动画事件 ( {1} )？,Czy chcesz zastosować wybrane ustawienie wstępne zdarzenia ( {0} ) do docelowego zdarzenia animacji ( {1} ) z właściwościami kopiowania?,
RemoveEventPreset,753,Remove Event Preset,이벤트 프리셋 삭제,Supprimer le préréglage d'événement,Ereignisvoreinstellung entfernen,Eliminar preajuste de evento,Rimuovi la preimpostazione dell'evento,Fjern begivenhedsforudindstilling,イベントプリセットを削除,移除事件預設,移除事件预设,Usuń ustawienie wstępne zdarzenia,
DLG_RemoveAnimEvent_Body,754,Are you sure you want to remove the selected event preset ( {0} )?[]This operation can not be undone.,선택된 이벤트 프리셋( {0} )을 삭제하시겠습니까?[]이 작업은 되돌릴 수 없습니다.,Voulez-vous vraiment supprimer l'événement prédéfini sélectionné ({0}) ?[]Cette opération est irréversible.,Möchten Sie die ausgewählte Ereignisvoreinstellung ( {0} ) wirklich entfernen?[]Dieser Vorgang kann nicht rückgängig gemacht werden.,¿Está seguro de que desea eliminar el preajuste de evento seleccionado ({0})?[]Esta operación no se puede deshacer.,Sei sicuro di voler rimuovere il preset evento selezionato ( {0} )?[]Questa operazione non può essere annullata.,Er du sikker på[c] at du vil fjerne den valgte hændelsesforudindstilling ( {0} )?[]Denne handling kan ikke fortrydes.,選択したイベントプリセット({0})を削除してもよろしいですか？[]この操作は元に戻せません。,確定要刪除選定的事件預設 ({0})？[]此操作無法撤消。,确定要删除选定的事件预设 ({0})？[]此操作无法撤消。,Czy na pewno chcesz usunąć wybrane ustawienie wstępne zdarzenia ( {0} )?[]Tej operacji nie można cofnąć.,
MakeSecondaryPSDSet,755,Make Secondary PSD Set,보조 PSD 세트 생성,Créer un ensemble PSD Secondaire,Erstellen Sie ein sekundäres PSD-Satz,Hacer conjunto PSD secundario,Crea un set PSD secondario,Lav et sekundært PSD-sæt,補助PSDセットの作成,製作輔助PSD集,制作辅助PSD集,Utwórz dodatkowy zestaw PSD,
SecondaryPSDSet,756,Secondary PSD Set,보조 PSD 세트,Ensemble PSD Secondaire,Sekundärer PSD-Satz,Conjunto PSD secundario,Set PSD secondario,Sekundært PSD-sæt,補助PSDセット,輔助PSD集,辅助PSD集,Dodatkowy zestaw PSD,
LinkedMainPSDSet,757,Linked Main PSD Set,연결된 메인 PSD 세트,Ensemble PSD principal lié,Verknüpfter Haupt-PSD-Satz,Conjunto PSD principal vinculado,Set PSD principale collegato,Forbundet hoved-PSD-sæt,接続されたメインPSDセット,鏈接的主要PSD集,链接的主要PSD集,Połączony główny zestaw PSD,
PreviousBakeInfo,758,Previous Bake Info,이전의 Bake 정보,Informations sur la cuisson précédente,Informationen zum vorherigen Backen,Información de horneado anterior,Info cottura precedente,Tidligere Bage Info,以前のBakeについて,以前的烘焙信息,以前的烘焙信息,Poprzednie informacje dotyczące pieczenia,
GeneratedSecondaryTextures,759,Generated Secondary Textures,생성된 보조 텍스쳐들,Textures Secondaires générées,Generierte sekundäre Texturen,Texturas secundarias generadas,Texture secondarie generate,Genererede sekundære teksturer,生成された補助テクスチャ,生成的次要紋理,生成的次要纹理,Wygenerowane tekstury wtórne,
TextureAssets,760,Texture Assets,텍스쳐 에셋,Actifs de texture,Textur-Assets,Activos de textura,Risorse di trama,Teksturaktiver,テクスチャアセット,紋理資源,纹理资源,Zasoby tekstur,
PreviousLayers,761,Previous Layers,이전의 레이어,Couches précédentes,Vorherige Schichten,Capas anteriores,Livelli precedenti,Tidligere lag,前のレイヤー,以前的圖層,以前的图层,Poprzednie warstwy,
PreviousLayerColor,762,Previous Layer Color,이전 레이어 색상,Couleur du calque précédent,Farbe der vorherigen Ebene,Color de capa anterior,Colore livello precedente,Forrige lags farve,前のレイヤーの色,上一層顏色,上一层颜色,Kolor poprzedniej warstwy,
DLG_SecondaryTextureCreated_Title,763,Secondary Texture created,보조 텍스쳐 생성 완료,Texture secondaire créée,Sekundäre Textur erstellt,Textura secundaria creada,Texture secondaria creata,Sekundær tekstur oprettet,作成された二次テクスチャ,創建的次要紋理,创建的次要纹理,Utworzono teksturę drugorzędną,
DLG_SecondaryTextureCreated_Body,764,Secondary Texture Assets have been created.[]You can check the created assets in the Project tab.,보조 텍스쳐 에셋들이 생성되었습니다.[]Project 탭에서 생성된 에셋들을 확인할 수 있습니다.,Des ressources de texture secondaires ont été créées.[]Vous pouvez vérifier les actifs créés dans l'onglet [u]Project[u].,Sekundäre Textur-Assets wurden erstellt.[]Sie können die erstellten Assets auf der Registerkarte [u]Project[u] überprüfen.,Se han creado activos de textura secundarios.[]Puede verificar los activos creados en la pestaña [u]Project[u].,Sono state create risorse di texture secondarie.[]Puoi controllare le risorse create nella scheda [u]Project[u].,Sekundære teksturaktiver er blevet oprettet.[]Du kan kontrollere de oprettede aktiver på fanen [u]Project[u].,セカンダリテクスチャアセットが作成されました。[]作成されたアセットは「Project」タブで確認できます。,次要紋理資源已創建。[]您可以在“Project”選項卡中查看創建的資源。,次要纹理资源已创建。[]您可以在“Project”选项卡中查看创建的资源。,Utworzono dodatkowe zasoby tekstur.[]Możesz sprawdzić utworzone zasoby w zakładce „Project”.,
DLG_SecondaryPSDSetFailed_Title,765,Failed to create secondary PSD set,보조 PSD 세트 생성 실패,Échec de la création de l'ensemble PSD secondaire,Sekundäres PSD-Set konnte nicht erstellt werden,No se pudo crear el conjunto PSD secundario,Impossibile creare un set PSD secondario,Kunne ikke oprette sekundært PSD-sæt,セカンダリPSDセットの作成に失敗しました,未能創建輔助 PSD 集,未能创建辅助 PSD 集,Nie udało się utworzyć dodatkowego zestawu PSD,
DLG_SecondaryPSDSetFailed_Body,766,A PSD set with missing data to create a secondary PSD set.[]May be a PSD set created in a previous version.[]It is recommended to create a secondary texture after re-creating Atlas.,보조 PSD 세트를 생성하기 위한 데이터가 누락된 PSD 세트입니다.[]이전 버전에서 만들어진 PSD세트일 수 있습니다.[]Atlas를 다시 생성한 후[c] 보조 텍스쳐를 만드는 것을 권장합니다.,Un ensemble PSD avec des données manquantes pour créer un ensemble PSD secondaire.[]Peut être un ensemble PSD créé dans une version précédente.[]Il est recommandé de créer une texture secondaire après avoir recréé Atlas.,Ein PSD-Satz mit fehlenden Daten zum Erstellen eines sekundären PSD-Satzes.[]Kann ein PSD-Satz sein[c] der in einer früheren Version erstellt wurde.[]Es wird empfohlen[c] nach der Neuerstellung von Atlas eine sekundäre Textur zu erstellen.,Un conjunto de PSD al que le faltan datos para crear un conjunto de PSD secundario.[]Puede ser un conjunto de PSD creado en una versión anterior.[]Se recomienda crear una textura secundaria después de volver a crear Atlas.,Un set PSD con dati mancanti per creare un set PSD secondario.[]Può essere un set PSD creato in una versione precedente.[]Si consiglia di creare una texture secondaria dopo aver ricreato Atlas.,Et PSD-sæt med manglende data for at oprette et sekundært PSD-sæt.[]Kan være et PSD-sæt oprettet i en tidligere version.[]Det anbefales at oprette en sekundær tekstur efter genskabelse af Atlas.,セカンダリPSDセットを作成するためのデータが欠落しているPSDセット。[]以前のバージョンで作成されたPSDセットである可能性があります。[]Atlasを再作成した後にセカンダリテクスチャを作成することをお勧めします。,缺少數據的 PSD 集創建輔助 PSD 集。[]可能是以前版本創建的 PSD 集。[]建議在重新創建 Atlas 後創建輔助紋理。,缺少数据的 PSD 集创建辅助 PSD 集。[]可能是以前版本创建的 PSD 集。[]建议在重新创建 Atlas 后创建辅助纹理。,Zestaw PSD z brakującymi danymi do utworzenia dodatkowego zestawu PSD.[]Może to być zestaw PSD utworzony w poprzedniej wersji.[]Zaleca się utworzenie dodatkowej tekstury po ponownym utworzeniu Atlasu.,
